pred_ovlp_umamis_mean,pred_ovlp_umamis_sem,all_H_ovlp_umamis_mean,all_H_ovlp_umamis_sem,rand_ovlp_umamis_mean,rand_ovlp_umamis_sem,all_neg_ovlp_umamis_mean,all_neg_ovlp_umamis_sem
0.2873563218390805,0.04670048601858207,,,0.22126436781609193,0.033473091167736155,0.2948275862068966,0.049590230083444556
0.34117405582922816,0.0441639026088551,,,0.21108374384236453,0.04007429838397087,0.30550082101806236,0.053396984916490565
0.39166666666666655,0.047566678921524747,,,0.3350574712643678,0.05850663225463665,0.3850574712643678,0.06477770727549831
0.3706349206349206,0.050139357146410435,,,0.27172961138478374,0.04051110153272492,0.3202107279693487,0.0566616250547174
0.30582922824302133,0.049294587480653504,,,0.29001094690749857,0.047709689016257245,0.3026819923371647,0.06207420224282005
0.3006704980842912,0.05239752525882654,,,0.3580459770114942,0.04964895024644676,0.2662835249042146,0.05431754213543341
0.28553639846743295,0.04229488535748395,,,0.23639846743295018,0.03845799499115797,0.267911877394636,0.049284006100277306
0.3540093048713739,0.04469074956389774,,,0.3731390257252325,0.050026092565716156,0.3208812260536399,0.05321253479322735
0.339655172413793,0.05632251394954036,,,0.3290640394088669,0.049687486619566096,0.3942528735632185,0.06890057016817228
0.4024904214559386,0.04433620012228453,,,0.0842911877394636,0.02797286307032344,0.37883141762452105,0.04583766913882963
0.3482211275314724,0.049074343489626145,,,0.32467159277504104,0.05465307855651,0.3389299397920087,0.0557864421059073
0.41034482758620683,0.041394131627714326,,,0.20459770114942527,0.035150553430762274,0.44022988505747124,0.05177816007568521
0.43375752599890527,0.05467587510472265,,,0.3032567049808429,0.05956362659230544,0.3617816091954023,0.05335859488935707
0.2862068965517241,0.0481532867985149,,,0.22504105090311982,0.038592641546350136,0.2586206896551724,0.04069785582942589
0.32733990147783254,0.04781008196094108,,,0.19908319649698958,0.03994255217453311,0.3092911877394636,0.05875021687745191
0.3490284619594964,0.05181026742886,,,0.2389983579638752,0.03979048330151766,0.3557881773399015,0.06317423381498166
0.35545977011494245,0.03846988747601661,,,0.45344827586206893,0.056660746034422796,0.37988505747126433,0.058326760774137044
0.3377257799671593,0.0417596764098348,,,0.2570744389709907,0.04409891631823645,0.34256978653530373,0.05859715700201522
0.40138204707170216,0.051156508219238714,,,0.418856048166393,0.05791336572374865,0.432799671592775,0.06089607959030856
0.29942528735632185,0.046655249883528704,,,0.267816091954023,0.04891355931869569,0.28160919540229884,0.04677323940813351
0.2909414340448823,0.04162056393779516,,,0.1777230432402846,0.036173427026704674,0.2723590585659551,0.04679233269690877
