pred_ovlp_bitters_mean,pred_ovlp_bitters_sem,all_H_ovlp_bitters_mean,all_H_ovlp_bitters_sem,rand_ovlp_bitters_mean,rand_ovlp_bitters_sem
0.4607815442561205,0.032561472261866925,0.41327011030400856,0.0337138548543608,0.1538202851762174,0.02251121331989712
0.5076809254775356,0.034847922580403215,0.3906577885391444,0.032637052299813264,0.2475652407855798,0.026131270700762863
0.47534301856335753,0.038494307917605455,0.45269706752757605,0.03793715666834652,0.26345843422114607,0.030511221441292737
0.49835889157923047,0.03609688367170738,0.3607344632768361,0.03747893013599957,0.3239911218724778,0.03241960093434168
0.5147228948076406,0.0354716953083357,0.38770513855259614,0.036542817765107156,0.33915792305622816,0.03155799521415876
0.4439198278181329,0.03559492194362445,0.4328759752488566,0.03764734806115044,0.169787463007802,0.027603679407762347
0.487927091740651,0.033542881370354945,0.39989238633306434,0.034038767663525794,0.20509147161689537,0.025547808255278373
0.471408393866021,0.03971492586166825,0.4392655367231639,0.04107909897447272,0.2898910411622276,0.031010028313096537
0.4153685768092548,0.03449876420080835,0.4597861178369653,0.03599941459141291,0.2823311810599946,0.03053697226388211
0.46624293785310733,0.03718080115525332,0.4228140973903685,0.03812129835668401,0.36443368307775087,0.04025269356523732
0.4475383373688458,0.04121721267025521,0.4654627387678235,0.03976655634928094,0.3210855528652139,0.038825755493643144
0.4704398708635997,0.03378238946429011,0.4082660747914985,0.03250030504575061,0.3677091740651063,0.039002103838623216
0.4080642991659941,0.040347037475145994,0.4531476997578692,0.04198765266424542,0.26737288135593223,0.0301085008666881
0.4704936776970675,0.03831995756362218,0.4379808985741189,0.03687992630652204,0.3083198816249663,0.029148724299957785
0.5055353779930051,0.033982374492237344,0.3912563895614743,0.03320885340240831,0.2923930589184826,0.030940323138331095
0.4986750067258542,0.03466410973757695,0.3642588108689803,0.03688330109325728,0.3498251277912295,0.03335836265580441
0.46228140973903686,0.038482473739637396,0.4307909604519774,0.036093276590778295,0.19893058918482648,0.02736509153419199
0.40986010223298364,0.038409622123548176,0.43614474038202855,0.04108224200116985,0.22128060263653487,0.027544678084080905
0.4531342480495022,0.03859036508959725,0.41722491256389566,0.03644164773608325,0.16634382566585953,0.023943769648980855
0.4774885660478881,0.03323843968756027,0.42190610707559856,0.03517034707759134,0.2735203120796341,0.03347888847974653
0.4910680656443368,0.03750222915115189,0.4378665590529997,0.03759527841395146,0.25390099542641914,0.025871492857865223
0.460438525692763,0.0388891234816175,0.44991256389561474,0.03855694339408001,0.025786924939467312,0.010599587776073687
0.4551923594296476,0.038297506265034184,0.42001614205004034,0.03853853214944618,0.3355730427764326,0.035824085628626295
0.4894605864944848,0.03638809279629663,0.37423997847726664,0.03444734025575313,0.22547753564702716,0.025822656954789087
0.46918886198547216,0.03747442789669096,0.46210653753026637,0.0383793598354732,0.4414043583535109,0.034437834680803955
0.44560801721818677,0.033067056687077524,0.44543314500941616,0.03491640250590173,0.1816720473500134,0.025527964361038515
0.4563962873284907,0.0323740790312452,0.4108689803605058,0.03018843870076026,0.3054815711595372,0.032409564290276166
0.45357142857142857,0.03740477009377155,0.44572908259348937,0.0368474545536358,0.30694780737153615,0.030046599668485073
0.4749260156039817,0.03823017149279902,0.3864003228410008,0.03591224234910512,0.15123083131557707,0.02516315343821947
0.47478477266612856,0.035879819795740196,0.4236682808716707,0.03528708679085621,0.14599811676082863,0.022163530155249536
0.4543583535108959,0.04012352895633536,0.43982378262039273,0.0408756747874707,0.23846516007532953,0.026709627457420837
0.4658326607479149,0.0371980585373961,0.42071563088512237,0.03567310255038582,0.22912294861447402,0.024743300312031966
0.47215496368038734,0.0360300845967854,0.4092547753564703,0.03878334884485256,0.19123621199892385,0.02820648196921361
0.4656577885391444,0.03776195974611252,0.43406645143933276,0.03791487012120587,0.4073311810599946,0.03971347740120896
0.4557640570352435,0.03706566127289808,0.41652542372881357,0.03352467087340151,0.2312415926822706,0.025862876710979366
0.40907990314769976,0.03741362691987737,0.4625033629270917,0.04175628189587509,0.12746838848533765,0.022440041228202312
0.4058649448479957,0.036883600779286166,0.4603241861716438,0.03844297564718868,0.3364675813828356,0.03167695526577064
0.4583938660209847,0.03462141877118481,0.40009416195856873,0.03384744354192127,0.08529728275490987,0.01756674868215221
0.4531746031746032,0.037853191205489224,0.41064702717245094,0.04079129865382128,0.30621468926553674,0.031828530231758974
0.45320150659133707,0.03589846496395898,0.3600349744417541,0.03573953874778198,0.30167473769168685,0.028335146631011335
0.48236481033091194,0.03556677153905212,0.4210048426150121,0.036030344773476976,0.24152542372881353,0.026764698721083734
0.47368173258003765,0.03235187365329712,0.38821630347054076,0.0311717065106988,0.09194915254237286,0.021365730525429033
0.4340866290018833,0.038432950726281195,0.47194646220069947,0.039732041539066246,0.4274616626311541,0.03341729631816809
0.4727064837234329,0.036748947871677665,0.4107748184019371,0.03314143206569864,0.4404896421845574,0.03477354095415317
0.4700363196125908,0.03891964168209791,0.4078221684153887,0.03477836296690157,0.19580979284369113,0.02259007344800039
0.4518832391713748,0.03431391502788656,0.42136131288673656,0.03628189179838442,0.31932337906914177,0.03143527257665593
0.5066451439332794,0.042162143593713286,0.3778383104654291,0.04155631461369386,0.30838714016680113,0.039172756738864535
0.42208097928436905,0.03947935765955035,0.4529257465698144,0.04209124499608259,0.31507263922518153,0.03060750272015305
0.4641915523271455,0.03992152524258013,0.43393866020984656,0.03908665125422619,0.24592413236481034,0.02801115832971268
0.37972154963680377,0.03562746265200713,0.4894067796610169,0.036206813386647684,0.2414850686037127,0.031773594799826235
0.4922383642722626,0.03671630879029413,0.38360236750067267,0.0323295856186635,0.3358420769437719,0.031048579532319497
0.49432337906914176,0.0437613648090866,0.3803874092009685,0.03837009379794534,0.16760156039817056,0.023291788145348997
0.46624966370729076,0.03924931247514777,0.4144471347861178,0.03696473975507402,0.425726392251816,0.03435251261326888
0.434348937315039,0.03360903176468348,0.4336898036050578,0.036440534692224025,0.32195991390906636,0.025057261763516882
0.47695722356739295,0.035991840354525954,0.4305017487220877,0.03527307130639162,0.3924334140435835,0.03094595454392117
0.46914850686037124,0.03914929774134174,0.4411555017487221,0.04016447313763613,0.09995291902071561,0.019961945244187027
0.43502824858757055,0.0381675651753801,0.4035310734463276,0.035441764585767935,0.12052058111380146,0.02088236950224192
0.4252017756255045,0.04011465553840399,0.42154291094969054,0.03959624248905169,0.33260694108151734,0.02766374782793271
0.5079903147699758,0.040813872997786174,0.36933010492332524,0.040500096864382294,0.24410815173527037,0.03212763491685448
0.536528114070487,0.03601505190019897,0.37366155501748727,0.03421138429148205,0.16996906107075593,0.022100524264272066
0.4652206080172182,0.03982110635269178,0.4481772935162766,0.041111117333089975,0.2140973903685768,0.02378694158978454
0.4819007263922518,0.034503348675816295,0.3959644874899112,0.03704625872661346,0.36901398977670163,0.038078066008775696
0.48025961797148237,0.035319441526569094,0.41793785310734466,0.03810707388036009,0.29595776163572773,0.02629937007560048
0.47186575195049774,0.039834739959497975,0.40480898574118906,0.03748177813446894,0.25349071832122677,0.027941867449285337
0.44046946462200703,0.03716057807305181,0.4345776163572774,0.04072196962643078,0.2783427495291902,0.02704833537132613
0.4189063761097659,0.04226791482518443,0.4563424804950228,0.042216360377610666,0.26558380414312616,0.033867172231384766
0.4270513855259617,0.03599591392589668,0.4687651331719129,0.03995867489853842,0.2594229217110573,0.03321657719056511
0.484893731503901,0.03945654859329174,0.38296341135324186,0.03978195878645366,0.2838108689803605,0.035957502696016344
0.44814366424535923,0.037196624416698826,0.43447000269034164,0.037846388249976846,0.43426822706483725,0.03737312433275721
0.4078221684153888,0.034304034620235915,0.4579432337906914,0.040730286969317624,0.36940408931934354,0.044295195568571734
0.45372612321764866,0.03695475550070015,0.39280333602367495,0.03611159720643305,0.23268765133171912,0.0240955293682204
0.457210115684692,0.036363627959848696,0.4145211191821361,0.03268231993929361,0.1361111111111111,0.025179009731097327
0.47069545332257196,0.03706634466042951,0.4294457896152811,0.03669351835871233,0.26406376109765944,0.026257864625999154
0.48262711864406777,0.038836574583461105,0.41690879741727194,0.036638550743392555,0.34909200968522996,0.03250698441458999
0.49431665321495827,0.035886746241857795,0.368684422921711,0.03667258723970021,0.2056833467850417,0.03317013757806631
0.4741390906645144,0.040934938416352436,0.40461393596986805,0.03779360421446538,0.3622074253430185,0.02915980998436379
0.42759617971482383,0.03938892671579429,0.44262173796072096,0.03614811763053213,0.2773944040893193,0.03319075417401213
0.42543045466774276,0.036330500765185354,0.4484396018294323,0.03795162124258535,0.1763384449825128,0.024273722907623602
0.4342413236481033,0.035457096959767724,0.42895480225988697,0.03799484246003162,0.3241727199354318,0.03197165540500057
0.3673594296475653,0.03978043965464261,0.49862119989238635,0.042219464518796226,0.3668886198547215,0.031168209115960906
0.42491928974979826,0.034756578024336425,0.4334880279795534,0.03406975021527825,0.4187920365886468,0.037582773738329266
0.46189803605057833,0.03512662926310804,0.4213478611783697,0.03663176881441028,0.38163169222491244,0.030083795229576354
0.46822706483723436,0.035706868291031306,0.3745964487489911,0.034898345109297436,0.2870998116760829,0.029233817335896486
0.4345372612321765,0.039124559420822436,0.4635593220338983,0.03587350767662039,0.24287732041969326,0.029758641266140466
0.4787866559053,0.03703066168429225,0.4035512510088781,0.040438634491542565,0.30063895614743075,0.026421318143502903
0.4822841000807102,0.03738904272270457,0.3746569814366424,0.03680688084832419,0.3149650255582459,0.02976911995707537
0.4785714285714286,0.03241216753630994,0.3843825665859564,0.03580957393818733,0.22746166263115414,0.030509234308550622
0.4375706214689265,0.0359661869618242,0.4264057035243476,0.038193499119854715,0.405730427764326,0.03507209054727529
0.42509416195856875,0.03605261371142673,0.419760559591068,0.034789993816694766,0.40505784234597786,0.0317389160286687
0.5058111380145278,0.034406301319597904,0.41744686575195045,0.03369957697266305,0.08577481840193706,0.02069368331302277
0.4562281409739037,0.041830720986390374,0.4135593220338983,0.040151484467270605,0.20519908528383105,0.028859192281373562
0.45788270110304,0.03584867167031963,0.43079096045197734,0.03854151459725307,0.3951439332795265,0.030274140225388504
0.4644000538068334,0.038197425165683065,0.40982647296206615,0.04041547507258045,0.2606672047350013,0.028014475388237946
0.4737422652676889,0.040744419058308626,0.3925679311272532,0.036691156890387384,0.1730562281409739,0.024082873389777694
0.46594027441485064,0.033798345840197024,0.3681732580037665,0.03212891676942725,0.19699354317998388,0.02958514423874619
0.3960721011568469,0.03883934194583407,0.4979620661824051,0.04050378760455075,0.33318536454129677,0.036973312049794434
0.5046744686575195,0.03627014387339703,0.361124562819478,0.03238913953636918,0.3453591606133979,0.03443845287678338
0.42721280602636535,0.0386550150490973,0.47237691686844224,0.04047878707392948,0.31729889695991387,0.02907661351210575
0.4816316922249126,0.034483402829400094,0.38485337637880007,0.0313842782402898,0.33225719666397635,0.028594500807003733
0.49087974172719934,0.03732690366297912,0.4454129674468658,0.038348250897177596,0.2939131019639494,0.03073632164248292
0.501412429378531,0.03448568499152685,0.3947403820285176,0.033204060835461714,0.16924266881893998,0.023945869976837175
0.4547148237826204,0.03743156273938592,0.38416061339790153,0.04027693522421144,0.08656846919558785,0.019412499537403323
0.5148036050578424,0.03924998993502589,0.3706012913640032,0.03947169255469108,0.269410815173527,0.027238252393419687
0.4331651869787463,0.03904745882435523,0.44554075867635184,0.03941141309921884,0.402320419693301,0.04212697963959943
0.4264729620661824,0.0312997966046649,0.4323446327683615,0.03248854137741238,0.14989911218724777,0.020723839025439884
0.43976324993274146,0.04017431102793907,0.43819612590799023,0.037973393935968276,0.47293516276567127,0.030426508059901027
0.5117164379876245,0.038618185238287354,0.39433010492332515,0.039250257005048424,0.42222222222222217,0.0327011957483449
0.44674468657519506,0.037712818385340734,0.4467514124293785,0.03851032210870773,0.40660478880817863,0.03608560395702617
0.44120930858219,0.038522192294714555,0.4457627118644068,0.037516535121585357,0.255394135055152,0.029132318819186574
0.46696260425073977,0.034910295015607766,0.41303470540758674,0.036770574212241044,0.34831853645412975,0.03468783188726586
0.5040825934893731,0.03649412806092054,0.3659940812483185,0.03263356658738104,0.08640704869518429,0.02192384789239305
0.5104385256927629,0.03555635084350483,0.4054882970137207,0.03771834958733619,0.3174872208770514,0.027639916581545205
0.410969868173258,0.036211844105169304,0.4317393058918483,0.03752073353539493,0.19521119182136132,0.022913999717641416
0.4320352434759214,0.034368826761648326,0.4079096045197739,0.03841621334975564,0.21326338444982512,0.02692437262496283
0.4636871132633844,0.03177942221816397,0.3922921711057304,0.03124261543674901,0.18851224105461395,0.027160265107204755
0.47280064568200164,0.03734111507412966,0.3701573849878934,0.034194816799473594,0.3925343018563358,0.036589448769942294
0.5123352165725047,0.036601952564214696,0.37438794726930313,0.03227312359690215,0.2126782351358623,0.021385007570692095
0.4191081517352704,0.03683484206725789,0.4294390637610976,0.03801019117224987,0.158454398708636,0.02337730934698447
0.4091740651062685,0.035289022407424354,0.47274683884853375,0.039196927372124685,0.13101963949421574,0.02498521522779544
0.4933817594834544,0.037649300820314424,0.38337368845843417,0.039886188193681296,0.1170500403551251,0.0202375721838522
0.45010088781275226,0.03481096674806192,0.4099273607748184,0.035964833339577555,0.3293987086359968,0.03765690962771188
0.45083400591875167,0.037216080936693825,0.4352098466505246,0.03438589239919656,0.13131557707828892,0.019026256075882434
0.46169626042507395,0.034170560223777596,0.4188256658595642,0.03483187006402198,0.2280266343825666,0.024717664639080428
0.4402004304546678,0.03665226622157354,0.43137610976594026,0.03816107098490857,0.22920365886467584,0.025241646006384223
0.4616088243206887,0.03923318376009935,0.43414043583535106,0.03714186525704094,0.2733723432875975,0.028044495564948577
0.4511972020446597,0.03419493887312913,0.4222356739305892,0.0348728900496338,0.0811877858488028,0.01775492427513571
