pred_ovlp_umamis_mean,pred_ovlp_umamis_sem,all_H_ovlp_umamis_mean,all_H_ovlp_umamis_sem,rand_ovlp_umamis_mean,rand_ovlp_umamis_sem,all_neg_ovlp_umamis_mean,all_neg_ovlp_umamis_sem
0.2948275862068966,0.049590230083444556,,,0.2551724137931034,0.052025894095688974,0.2948275862068966,0.049590230083444556
0.30550082101806236,0.053396984916490565,,,0.2262725779967159,0.03982653510760339,0.30550082101806236,0.053396984916490565
0.3850574712643678,0.06477770727549831,,,0.2614942528735632,0.05155692731758426,0.3850574712643678,0.06477770727549831
0.3202107279693487,0.0566616250547174,,,0.3441023535851122,0.035932145206669,0.3202107279693487,0.0566616250547174
0.3026819923371647,0.06207420224282005,,,0.3791735084838533,0.05202315106161188,0.3026819923371647,0.06207420224282005
0.2662835249042146,0.05431754213543341,,,0.18620689655172412,0.039746984455960845,0.2662835249042146,0.05431754213543341
0.267911877394636,0.049284006100277306,,,0.23170498084291186,0.0417708779908408,0.267911877394636,0.049284006100277306
0.3208812260536399,0.05321253479322735,,,0.15908593322386425,0.03704283415273969,0.3208812260536399,0.05321253479322735
0.3942528735632185,0.06890057016817228,,,0.3417624521072796,0.04738282895311733,0.3942528735632185,0.06890057016817228
0.37883141762452105,0.04583766913882963,,,0.20067049808429116,0.04874466663308456,0.37883141762452105,0.04583766913882963
0.3389299397920087,0.0557864421059073,,,0.2209222769567597,0.0438511230623095,0.3389299397920087,0.0557864421059073
0.44022988505747124,0.05177816007568521,,,0.09425287356321839,0.027186485538629204,0.44022988505747124,0.05177816007568521
0.3617816091954023,0.05335859488935707,,,0.3208812260536398,0.0623863408371606,0.3617816091954023,0.05335859488935707
0.2586206896551724,0.04069785582942589,,,0.32171592775041047,0.0544767911900368,0.2586206896551724,0.04069785582942589
0.3092911877394636,0.05875021687745191,,,0.4090311986863711,0.05055427469396756,0.3092911877394636,0.05875021687745191
0.3557881773399015,0.06317423381498166,,,0.31631089217296104,0.04331821543946033,0.3557881773399015,0.06317423381498166
0.37988505747126433,0.058326760774137044,,,0.2376436781609195,0.042212396366005135,0.37988505747126433,0.058326760774137044
0.34256978653530373,0.05859715700201522,,,0.14915161466885604,0.036208809011122056,0.34256978653530373,0.05859715700201522
0.432799671592775,0.06089607959030856,,,0.14688013136289,0.0323007645688244,0.432799671592775,0.06089607959030856
0.28160919540229884,0.04677323940813351,,,0.2160919540229885,0.03799263855954009,0.28160919540229884,0.04677323940813351
0.2723590585659551,0.04679233269690877,,,0.3011904761904762,0.05083794293886273,0.2723590585659551,0.04679233269690877
0.32456212370005466,0.047149914418118104,,,0.3856595511767925,0.052676212905997576,0.32456212370005466,0.047149914418118104
0.34358237547892717,0.06289279408055738,,,0.29422550629447186,0.04948548704488598,0.34358237547892717,0.06289279408055738
0.285919540229885,0.04640744228333319,,,0.30632183908045973,0.03381642739209791,0.285919540229885,0.04640744228333319
0.3029146141215106,0.058364064465425566,,,0.3698823207443897,0.03822243597984378,0.3029146141215106,0.058364064465425566
0.3744252873563218,0.06375777509612818,,,0.32931034482758614,0.042801900867285046,0.3744252873563218,0.06375777509612818
0.35411877394636015,0.048241246897009885,,,0.3682950191570881,0.046783823627964724,0.35411877394636015,0.048241246897009885
0.2732211275314724,0.04723129156679013,,,0.35061576354679796,0.05075515704191665,0.2732211275314724,0.04723129156679013
0.3759989053092501,0.06154190485575136,,,0.39351395730706074,0.051654579227950304,0.3759989053092501,0.06154190485575136
0.3671866447728517,0.06679971692008585,,,0.1558292282430213,0.03342177624683829,0.3671866447728517,0.06679971692008585
0.3808429118773947,0.05592962883207977,,,0.16305418719211823,0.03203322732421879,0.3808429118773947,0.05592962883207977
0.30726600985221675,0.05875852000924962,,,0.2570607553366174,0.041678893477436245,0.30726600985221675,0.05875852000924962
0.3208264915161466,0.061963514821844916,,,0.2187055281882868,0.04903175331930253,0.3208264915161466,0.061963514821844916
0.3158456486042692,0.053736878749585826,,,0.3158866995073891,0.045604689689418304,0.3158456486042692,0.053736878749585826
0.3043103448275862,0.050717722124005736,,,0.33776683087027914,0.05153168774344351,0.3043103448275862,0.050717722124005736
0.35785440613026814,0.06344726548784482,,,0.2768199233716475,0.04333620940232959,0.35785440613026814,0.06344726548784482
0.34774220032840714,0.05100651940619218,,,0.18341543513957306,0.03390183310408725,0.34774220032840714,0.05100651940619218
0.4078544061302682,0.07016065657513618,,,0.2564176245210728,0.04067818159255893,0.4078544061302682,0.07016065657513618
0.2818965517241379,0.05304440700247474,,,0.23345648604269292,0.037667684549034255,0.2818965517241379,0.05304440700247474
0.30038314176245207,0.039208826481030384,,,0.34185823754789274,0.046833238666690376,0.30038314176245207,0.039208826481030384
0.39952107279693483,0.05776366957122063,,,0.26666666666666666,0.04098372993422258,0.39952107279693483,0.05776366957122063
0.347167487684729,0.06453409716934226,,,0.3359058565955118,0.04792345436004842,0.347167487684729,0.06453409716934226
0.3924329501915709,0.05517502692528488,,,0.26948549534756433,0.04381749716887919,0.3924329501915709,0.05517502692528488
0.35550082101806235,0.04968706926857186,,,0.3380131362889984,0.0515707597041416,0.35550082101806235,0.04968706926857186
0.310536398467433,0.05728051724460888,,,0.24827586206896549,0.05177114772660826,0.310536398467433,0.05728051724460888
0.3707854406130268,0.05236794988464949,,,0.20881226053639843,0.03736483805359037,0.3707854406130268,0.05236794988464949
0.39894636015325663,0.05559204702484764,,,0.3155172413793103,0.046998228623663575,0.39894636015325663,0.05559204702484764
0.30732074438970985,0.04739916436452471,,,0.23906677613574165,0.04293090307186594,0.30732074438970985,0.04739916436452471
0.360632183908046,0.06235395711088243,,,0.2011494252873563,0.04650431407678538,0.360632183908046,0.06235395711088243
0.353831417624521,0.055253594708152415,,,0.26460043787629994,0.03817961553485653,0.353831417624521,0.055253594708152415
0.34597701149425286,0.0623810042483525,,,0.1914614121510673,0.03694669083065422,0.34597701149425286,0.0623810042483525
0.36580459770114937,0.05654414339701103,,,0.2233579638752052,0.0366043792686352,0.36580459770114937,0.05654414339701103
0.2560755336617406,0.05759405133382695,,,0.22614942528735635,0.04655577837157219,0.2560755336617406,0.05759405133382695
0.2846743295019157,0.05255270995692472,,,0.18598795840175145,0.040950049437588905,0.2846743295019157,0.05255270995692472
0.35760810071154897,0.05595176771204338,,,0.31220580186097424,0.03927577440108292,0.35760810071154897,0.05595176771204338
0.34027093596059116,0.060605065347880765,,,0.25160098522167484,0.03479504880533178,0.34027093596059116,0.060605065347880765
0.339792008757526,0.06133641829276205,,,0.10525451559934318,0.02862223991479217,0.339792008757526,0.06133641829276205
0.3525862068965518,0.0560531104568849,,,0.28850574712643673,0.047975598787367665,0.3525862068965518,0.0560531104568849
0.315216201423098,0.04578577464041196,,,0.21108374384236456,0.04021211518104684,0.315216201423098,0.04578577464041196
0.30651340996168586,0.05141325031336045,,,0.27480842911877396,0.0374828740704946,0.30651340996168586,0.05141325031336045
0.3441023535851122,0.061572989934220265,,,0.26546250684181716,0.03877107547219278,0.3441023535851122,0.061572989934220265
0.3333743842364532,0.06242089155761943,,,0.22992610837438424,0.0450133668688176,0.3333743842364532,0.06242089155761943
0.32701149425287357,0.05251224081958923,,,0.19798850574712645,0.043104611369091474,0.32701149425287357,0.05251224081958923
0.38912151067323475,0.06619273237320622,,,0.24334975369458128,0.03871266515978273,0.38912151067323475,0.06619273237320622
0.2602490421455938,0.04897017352436232,,,0.2382047071702244,0.05245037191540742,0.2602490421455938,0.04897017352436232
0.21977285166940336,0.04081048578196302,,,0.3150383141762452,0.054108348592851976,0.21977285166940336,0.04081048578196302
0.3265325670498084,0.048078852862159814,,,0.13295019157088123,0.03520227109309147,0.3265325670498084,0.048078852862159814
0.3974548440065681,0.06470022800030006,,,0.2388752052545156,0.04497506296165883,0.3974548440065681,0.06470022800030006
0.39683908045977,0.060512902225157365,,,0.2630541871921182,0.040161674354142064,0.39683908045977,0.060512902225157365
0.28026819923371643,0.05542169574469864,,,0.1712370005473454,0.031906935825948834,0.28026819923371643,0.05542169574469864
0.3247126436781609,0.060157216766584115,,,0.12586206896551724,0.03407263289396044,0.3247126436781609,0.060157216766584115
0.28189655172413797,0.05009751875819298,,,0.25392720306513406,0.03797365958758065,0.28189655172413797,0.05009751875819298
0.3034482758620689,0.04068531792493457,,,0.15903119868637108,0.03399312235621925,0.3034482758620689,0.04068531792493457
0.2379310344827586,0.04421707282367568,,,0.23969622331691293,0.043133033868641896,0.2379310344827586,0.04421707282367568
